Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount, Discounted Unit Price,Profit,Profit Margin,Lead Time,Delivery Status
3108,CA-2013-121671,18/07/2013 00:00,23/07/2013 00:00,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,Central,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,21.93,3,0,7.31,10.0878,0.46,5,Late
3109,CA-2013-121671,18/07/2013 00:00,23/07/2013 00:00,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0,80.98,4.8588,0.02,5,Late
3110,CA-2013-121671,18/07/2013 00:00,23/07/2013 00:00,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,1,0,7.64,3.7436,0.49,5,Late
3111,CA-2013-121671,18/07/2013 00:00,23/07/2013 00:00,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,51.84,8,0,6.48,25.4016,0.49,5,Late
3112,CA-2013-121671,18/07/2013 00:00,23/07/2013 00:00,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,265.17,1,0,265.17,47.7306,0.18,5,Late
3113,CA-2013-150350,24/08/2013 00:00,31/08/2013 00:00,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837.6,3,0.2,279.2,62.82,0.075,7,Late
3114,CA-2013-150350,24/08/2013 00:00,31/08/2013 00:00,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",135.9,5,0,27.18,63.873,0.47,7,Late
3115,CA-2013-150350,24/08/2013 00:00,31/08/2013 00:00,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,34.68,6,0,5.78,16.9932,0.49,7,Late
3116,CA-2013-150350,24/08/2013 00:00,31/08/2013 00:00,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,532.704,6,0.2,88.784,-39.9528,-0.075,7,Late
3117,CA-2013-150350,24/08/2013 00:00,31/08/2013 00:00,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,0,8.62,11.206,0.26,7,Late
3118,CA-2013-150350,24/08/2013 00:00,31/08/2013 00:00,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,4,0,3.97,0.1588,0.01,7,Late
3119,CA-2012-121720,11/06/2012 00:00,12/06/2012 00:00,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,South,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1123.92,5,0.2,224.784,-182.637,-0.1625,1,Early
3120,CA-2012-121720,11/06/2012 00:00,12/06/2012 00:00,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584,2,0.2,124.792,31.198,0.125,1,Early
3121,CA-2012-121720,11/06/2012 00:00,12/06/2012 00:00,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,South,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",48.672,3,0.2,16.224,7.3008,0.15,1,Early
3122,CA-2012-121720,11/06/2012 00:00,12/06/2012 00:00,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,South,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",60.768,2,0.2,30.384,7.596,0.125,1,Early
3123,CA-2012-121720,11/06/2012 00:00,12/06/2012 00:00,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,South,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,15.72,-62.88,-0.8,1,Early
3124,CA-2012-121720,11/06/2012 00:00,12/06/2012 00:00,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,South,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,3.768,2,0.7,1.884,-3.14,-0.833333333,1,Early
3125,CA-2012-121720,11/06/2012 00:00,12/06/2012 00:00,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,South,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.624,2,0.2,518.312,51.8312,0.05,1,Early
3126,CA-2012-121720,11/06/2012 00:00,12/06/2012 00:00,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,South,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808,4,0.2,140.952,21.1428,0.0375,1,Early
3127,CA-2014-149895,09/09/2014 00:00,13/09/2014 00:00,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,258.528,2,0.4,129.264,-47.3968,-0.183333333,4,On - time
3128,CA-2014-147564,03/10/2014 00:00,07/10/2014 00:00,Standard Class,BP-11155,Becky Pak,Consumer,United States,New York City,New York,East,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,49.12,4,0,12.28,23.0864,0.47,4,On - time
3129,CA-2011-136399,16/12/2011 00:00,17/12/2011 00:00,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0,22.23,14.6718,0.33,1,Early
3130,CA-2011-136399,16/12/2011 00:00,17/12/2011 00:00,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,0.2,120.784,18.1176,0.075,1,Early
3131,CA-2011-136399,16/12/2011 00:00,17/12/2011 00:00,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,395,5,0,79,39.5,0.1,1,Early
3132,CA-2011-136399,16/12/2011 00:00,17/12/2011 00:00,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,627.168,4,0.2,156.792,70.5564,0.1125,1,Early
3133,CA-2011-107916,24/08/2011 00:00,26/08/2011 00:00,First Class,JP-15460,Jennifer Patt,Corporate,United States,Oceanside,New York,East,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,0,6.64,6.3744,0.48,2,On - time
3134,CA-2011-107916,24/08/2011 00:00,26/08/2011 00:00,First Class,JP-15460,Jennifer Patt,Corporate,United States,Oceanside,New York,East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",12.672,3,0.2,4.224,4.4352,0.35,2,On - time
3135,CA-2014-164168,13/11/2014 00:00,19/11/2014 00:00,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,30.56,5,0.8,6.112,-45.84,-1.5,6,Late
3136,CA-2014-164168,13/11/2014 00:00,19/11/2014 00:00,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,Central,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,77.952,3,0.2,25.984,-15.5904,-0.2,6,Late
3137,CA-2014-164168,13/11/2014 00:00,19/11/2014 00:00,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,Central,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,67.992,1,0.2,67.992,8.499,0.125,6,Late
3138,CA-2014-164168,13/11/2014 00:00,19/11/2014 00:00,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,Central,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",12.224,2,0.2,6.112,4.4312,0.3625,6,Late
3139,CA-2014-164168,13/11/2014 00:00,19/11/2014 00:00,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,Central,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,44.784,2,0.2,22.392,-0.5598,-0.0125,6,Late
3140,CA-2014-164168,13/11/2014 00:00,19/11/2014 00:00,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",22.848,3,0.6,7.616,-17.7072,-0.775,6,Late
3141,CA-2012-112557,25/04/2012 00:00,28/04/2012 00:00,First Class,JL-15850,John Lucas,Consumer,United States,New York City,New York,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",206.43,3,0,68.81,90.8292,0.44,3,On - time
3142,US-2011-122959,12/12/2011 00:00,12/12/2011 00:00,Same Day,CY-12745,Craig Yedwab,Corporate,United States,San Antonio,Texas,Central,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,210.392,2,0.8,105.196,-336.6272,-1.6,0,Early
3143,CA-2014-162572,26/09/2014 00:00,28/09/2014 00:00,Second Class,RB-19360,Raymond Buch,Consumer,United States,Cincinnati,Ohio,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,5,0.2,23.992,35.988,0.3,2,On - time
3144,CA-2014-162572,26/09/2014 00:00,28/09/2014 00:00,Second Class,RB-19360,Raymond Buch,Consumer,United States,Cincinnati,Ohio,East,OFF-AR-10001547,Office Supplies,Art,Newell 311,10.608,6,0.2,1.768,0.9282,0.0875,2,On - time
3145,US-2013-148110,06/09/2013 00:00,12/09/2013 00:00,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Austin,Texas,Central,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,0.3,49.686,-24.843,-0.071428571,6,Late
3146,CA-2014-131828,12/02/2014 00:00,14/02/2014 00:00,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963.136,4,0.2,240.784,108.3528,0.1125,2,On - time
3147,CA-2014-131828,12/02/2014 00:00,14/02/2014 00:00,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,29.592,7.7679,0.0875,2,On - time
3148,CA-2011-109218,30/06/2011 00:00,03/07/2011 00:00,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Los Angeles,California,West,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,5,0,6.48,10.368,0.32,3,On - time
3149,CA-2013-120558,08/06/2013 00:00,11/06/2013 00:00,First Class,RD-19810,Ross DeVincentis,Home Office,United States,New York City,New York,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,0,6.48,15.552,0.48,3,On - time
3150,US-2011-109036,20/12/2011 00:00,25/12/2011 00:00,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Seattle,Washington,West,OFF-LA-10002043,Office Supplies,Labels,Avery 489,31.05,3,0,10.35,14.904,0.48,5,Late
3151,CA-2012-147830,15/12/2012 00:00,18/12/2012 00:00,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36,6,0.2,337.56,607.608,0.3,3,On - time
3152,CA-2012-147830,15/12/2012 00:00,18/12/2012 00:00,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,East,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,1799.994,2,0.7,899.997,-2639.9912,-1.466666667,3,On - time
3153,CA-2012-147830,15/12/2012 00:00,18/12/2012 00:00,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,East,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,101.988,2,0.4,50.994,-16.998,-0.166666667,3,On - time
3154,CA-2012-147830,15/12/2012 00:00,18/12/2012 00:00,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,East,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864,7,0.2,37.552,69.0018,0.2625,3,On - time
3155,CA-2014-150497,21/07/2014 00:00,25/07/2014 00:00,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Maple Grove,Minnesota,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,2,0,367.99,331.191,0.45,4,On - time
3156,CA-2011-128986,03/08/2011 00:00,05/08/2011 00:00,Second Class,GH-14410,Gary Hansen,Home Office,United States,Glendale,Arizona,West,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,93.024,3,0.2,31.008,33.7212,0.3625,2,On - time
3157,CA-2012-139584,24/08/2012 00:00,28/08/2012 00:00,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2,0.4,142.182,-75.8304,-0.266666667,4,On - time
3158,CA-2012-139584,24/08/2012 00:00,28/08/2012 00:00,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26,2,0,13,11.7,0.45,4,On - time
3159,US-2013-162677,27/03/2013 00:00,28/03/2013 00:00,First Class,DB-13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",67.64,5,0.2,13.528,5.9185,0.0875,1,Early
3160,US-2013-162677,27/03/2013 00:00,28/03/2013 00:00,First Class,DB-13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,South,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119.976,3,0.2,39.992,-17.9964,-0.15,1,Early
3161,US-2011-150924,12/09/2011 00:00,16/09/2011 00:00,Second Class,PT-19090,Pete Takahito,Consumer,United States,Houston,Texas,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,5.18,5,0.8,1.036,-8.029,-1.55,4,On - time
3162,CA-2011-153969,21/09/2011 00:00,25/09/2011 00:00,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,West,OFF-EN-10001539,Office Supplies,Envelopes,Staples,15.56,2,0,7.78,7.3132,0.47,4,On - time
3163,CA-2011-153969,21/09/2011 00:00,25/09/2011 00:00,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,West,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,0,15.67,36.8245,0.47,4,On - time
3164,CA-2011-153969,21/09/2011 00:00,25/09/2011 00:00,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,West,OFF-AR-10001615,Office Supplies,Art,Newell 34,59.52,3,0,19.84,15.4752,0.26,4,On - time
3165,CA-2011-153969,21/09/2011 00:00,25/09/2011 00:00,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,West,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,38.52,9,0,4.28,17.334,0.45,4,On - time
3166,CA-2011-153969,21/09/2011 00:00,25/09/2011 00:00,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,West,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.984,2,0.2,119.992,23.9984,0.1,4,On - time
3167,CA-2011-153969,21/09/2011 00:00,25/09/2011 00:00,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",19.35,3,0,6.45,9.4815,0.49,4,On - time
3168,CA-2013-146682,30/10/2013 00:00,01/11/2013 00:00,First Class,KW-16435,Katrina Willman,Consumer,United States,Lansing,Michigan,Central,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,67,5,0,13.4,32.16,0.48,2,On - time
3169,CA-2013-138695,29/05/2013 00:00,04/06/2013 00:00,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,South,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,390.272,8,0.2,48.784,-24.392,-0.0625,6,Late
3170,CA-2013-138695,29/05/2013 00:00,04/06/2013 00:00,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,South,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),62.192,13,0.2,4.784,19.435,0.3125,6,Late
3171,CA-2014-107461,22/12/2014 00:00,27/12/2014 00:00,Second Class,PK-19075,Pete Kriz,Consumer,United States,Columbia,South Carolina,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,23.88,6,0,3.98,11.2236,0.47,5,Late
3172,US-2013-133879,22/03/2013 00:00,29/03/2013 00:00,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,3.168,2,0.8,1.584,-4.752,-1.5,7,Late
3173,US-2013-133879,22/03/2013 00:00,29/03/2013 00:00,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,Central,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,5,0.3,105.686,0,0,7,Late
3174,US-2013-133879,22/03/2013 00:00,29/03/2013 00:00,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,Central,OFF-AR-10004956,Office Supplies,Art,Newell 33,13.392,3,0.2,4.464,1.5066,0.1125,7,Late
3175,CA-2014-157483,12/11/2014 00:00,19/11/2014 00:00,Standard Class,EP-13915,Emily Phan,Consumer,United States,Detroit,Michigan,Central,OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86,7,0,25.98,50.9208,0.28,7,Late
3176,US-2014-132059,24/09/2014 00:00,30/09/2014 00:00,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.588,2,0.7,90.294,-240.784,-1.333333333,6,Late
3177,US-2014-132059,24/09/2014 00:00,30/09/2014 00:00,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,West,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,2,0.2,23.992,0.5998,0.0125,6,Late
3178,CA-2014-122280,11/09/2014 00:00,11/09/2014 00:00,Same Day,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.76,2,0,9.38,9.0048,0.48,0,Early
3179,CA-2014-105235,06/12/2014 00:00,12/12/2014 00:00,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,East,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,0,6.98,6.0726,0.29,6,Late
3180,CA-2014-105235,06/12/2014 00:00,12/12/2014 00:00,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",58.68,2,0,29.34,18.1908,0.31,6,Late
3181,CA-2014-105235,06/12/2014 00:00,12/12/2014 00:00,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,East,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,254.9,5,0,50.98,68.823,0.27,6,Late
3182,CA-2014-152912,10/11/2014 00:00,13/11/2014 00:00,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,East,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0,4.82,4.4344,0.46,3,On - time
3183,CA-2014-152912,10/11/2014 00:00,13/11/2014 00:00,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,East,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,826.62,3,0,275.54,355.4466,0.43,3,On - time
3184,CA-2014-152912,10/11/2014 00:00,13/11/2014 00:00,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1633.14,9,0,181.46,473.6106,0.29,3,On - time
3185,CA-2014-152912,10/11/2014 00:00,13/11/2014 00:00,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544.38,3,0,181.46,157.8702,0.29,3,On - time
3186,CA-2011-123498,07/11/2011 00:00,09/11/2011 00:00,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046,3,0.8,8.682,-44.2782,-1.7,2,On - time
3187,CA-2011-123498,07/11/2011 00:00,09/11/2011 00:00,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,Central,OFF-EN-10004773,Office Supplies,Envelopes,Staples,74.352,3,0.2,24.784,26.9526,0.3625,2,On - time
3188,CA-2014-159352,13/03/2014 00:00,18/03/2014 00:00,Standard Class,KB-16585,Ken Black,Corporate,United States,Lowell,Massachusetts,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,69.93,7,0,9.99,32.1678,0.46,5,Late
3189,US-2014-146416,21/10/2014 00:00,23/10/2014 00:00,Second Class,JE-16165,Justin Ellison,Corporate,United States,Woodland,California,West,OFF-LA-10003714,Office Supplies,Labels,Avery 510,3.75,1,0,3.75,1.8,0.48,2,On - time
3190,US-2014-146416,21/10/2014 00:00,23/10/2014 00:00,Second Class,JE-16165,Justin Ellison,Corporate,United States,Woodland,California,West,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,20.928,4,0.2,5.232,7.5864,0.3625,2,On - time
3191,US-2012-163783,27/12/2012 00:00,01/01/2013 00:00,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Chicago,Illinois,Central,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.672,3,0.2,4.224,-3.168,-0.25,5,Late
3192,CA-2014-123981,03/10/2014 00:00,09/10/2014 00:00,Standard Class,RW-19630,Rob Williams,Corporate,United States,New York City,New York,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,65.99,1,0,65.99,17.1574,0.26,6,Late
3193,CA-2014-158953,05/06/2014 00:00,09/06/2014 00:00,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Missouri City,Texas,Central,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,6.37,7,0.8,0.91,-9.555,-1.5,4,On - time
3194,CA-2011-165428,01/09/2011 00:00,04/09/2011 00:00,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,3,0.8,1.216,-6.0192,-1.65,3,On - time
3195,CA-2011-165428,01/09/2011 00:00,04/09/2011 00:00,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31.104,6,0.2,5.184,10.8864,0.35,3,On - time
3196,CA-2013-169026,09/08/2013 00:00,14/08/2013 00:00,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Jackson,Mississippi,South,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",23.34,3,0,7.78,0.2334,0.01,5,Late
3197,CA-2014-109750,23/07/2014 00:00,29/07/2014 00:00,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,New York City,New York,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",29.97,3,0,9.99,14.0859,0.47,6,Late
3198,CA-2012-149384,10/07/2012 00:00,10/07/2012 00:00,Same Day,EH-13945,Eric Hoffmann,Consumer,United States,Tempe,Arizona,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,3.366,3,0.7,1.122,-2.244,-0.666666667,0,Early
3199,CA-2011-131527,01/12/2011 00:00,07/12/2011 00:00,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Jacksonville,North Carolina,South,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",95.968,4,0.2,23.992,9.5968,0.1,6,Late
3200,CA-2014-164000,19/12/2014 00:00,23/12/2014 00:00,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,18.704,7,0.2,2.672,2.338,0.125,4,On - time
3201,CA-2011-164224,18/05/2011 00:00,20/05/2011 00:00,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,149.232,3,0.2,49.744,3.7308,0.025,2,On - time
3202,CA-2011-164224,18/05/2011 00:00,20/05/2011 00:00,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,East,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,15.936,4,0.2,3.984,5.7768,0.3625,2,On - time
3203,CA-2011-158372,10/11/2011 00:00,16/11/2011 00:00,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,601.536,8,0.2,75.192,60.1536,0.1,6,Late
